attribute_id,OBJECTID
77013236,10172
77012435,10550
77012677,10550
77012444,38857
77012602,38857
77012445,39622
77012601,39622
77012448,41044
77012568,41044
77012449,40942
77012498,40942
77012450,41717
77013240,41717
77012452,42144
77012593,42144
77012454,46242
77012603,46242
77012455,40077
77013232,40077
77012456,41264
77012671,41264
77012457,40917
77012600,40917
77012459,8423
77012608,8423
77012460,41361
77012463,41361
77012461,8395
77012462,8395
77012467,8455
77012692,8455
77012474,38683
77012554,38683
77012475,38547
77012734,38547
77012482,39388
77012527,39388
77012486,42091
77012659,42091
77012490,41112
77012515,41112
77012495,38608
77012571,38608
77012501,10174
77012642,10174
77012502,7027
77012582,7027
77012504,7026
77012665,7026
77012508,39593
77012622,39593
77012512,40940
77012605,40940
77012519,42172
77012520,42172
77012529,7869
77013260,7869
77012534,41823
77012540,41823
77012537,9891
77012771,9891
77012538,42069
77012698,42069
77012543,39621
77012544,39621
77012562,41392
77012729,41392
77012570,40197
77012576,40197
77012575,10150
77013237,10150
77012577,41415
77012741,41415
77012584,39626
77012733,39626
77012585,38546
77012747,38546
77012590,42173
77012591,42173
77012595,39625
77012737,39625
77012599,38577
77012817,38577
77012610,8418
77012611,8418
77012618,8422
77012701,8422
77012628,40280
77012819,40280
77012641,40894
77013249,40894
77012643,40198
77012656,40198
77012650,40196
77012743,40196
77012691,45599
77012773,45599
77012693,8424
77012694,8424
77012738,39498
77012765,39498
77012742,41219
77012775,41219
77012764,38686
77012780,38686
77012778,39531
77012784,39531
77012813,40968
77012842,40968
77012820,44162
77012831,44162
77012822,41691
77012825,41691
77013224,41222
77013233,41222
77013269,31418
77013270,31418
77013279,31700
77017482,31700
77013280,32304
77017876,32304
77013281,698
77017799,698
77013291,30074
77017869,30074
77013305,31006
77013879,31006
77013307,30919
77013323,30919
77013308,31130
77013310,31130
77013309,31132
77013312,31132
77013311,31005
77013328,31005
77013313,30980
77013883,30980
77013315,31523
77017524,31523
77013316,31008
77017708,31008
77013324,31834
77017791,31834
77013325,31522
77017852,31522
77013326,32211
77017585,32211
77013331,30920
77017738,30920
77013333,31923
77017907,31923
77013334,32333
77013797,32333
77013335,32335
77013338,32335
77013336,31651
77017480,31651
77013337,31652
77013725,31652
77013340,32401
77013391,32401
77013346,31684
77017464,31684
77013347,29378
77013484,29378
77013352,29004
77017577,29004
77013359,28288
77017606,28288
77013360,32570
77013363,32570
77013365,31855
77013470,31855
77013366,31821
77013660,31821
77013368,29411
77013863,29411
77013369,32618
77013823,32618
77013370,32573
77013822,32573
77013371,31856
77013744,31856
77013378,31538
77017658,31538
77013380,31015
77017608,31015
77013384,31801
77013534,31801
77013385,31701
77017588,31701
77013389,31965
77013737,31965
77013392,29376
77017894,29376
77013393,29347
77017572,29347
77013396,28291
77013503,28291
77013397,32615
77017702,32615
77013400,31854
77013721,31854
77013403,32524
77013816,32524
77013404,29069
77013622,29069
77013406,31509
77017617,31509
77013411,31004
77013698,31004
77013417,30802
77017736,30802
77013424,32522
77013427,32522
77013440,29412
77013860,29412
77013449,31196
77013463,31196
77013468,31017
77017886,31017
77013469,30799
77017644,30799
77013471,30868
77013722,30868
77013475,30582
77013929,30582
77013476,32523
77013477,32523
77013478,31613
77013852,31613
77013479,31968
77013521,31968
77013482,31967
77013548,31967
77013483,28127
77013550,28127
77013485,28352
77017571,28352
77013489,31071
77017519,31071
77013490,29414
77013491,29414
77013492,28321
77017851,28321
77013493,31702
77017634,31702
77013499,32597
77013518,32597
77013501,31787
77013753,31787
77013504,28387
77013747,28387
77013505,31072
77013750,31072
77013509,31203
77017901,31203
77013510,30866
77017855,30866
77013512,32582
77017722,32582
77013513,31635
77013792,31635
77013519,31892
77013941,31892
77013533,30772
77017709,30772
77013536,29490
77017579,29490
77013542,31716
77017699,31716
77013545,32132
77017840,32132
77013554,28351
77017511,28351
77013559,28251
77017730,28251
77013560,30867
77017735,30867
77013561,32558
77013757,32558
77013562,32584
77017504,32584
77013568,31818
77013617,31818
77013574,30034
77017783,30034
77013575,28223
77013922,28223
77013578,28915
77013674,28915
77013580,29415
77017455,29415
77013581,29489
77013632,29489
77013587,31580
77017561,31580
77013590,31535
77017633,31535
77013592,29946
77017690,29946
77013593,30380
77017590,30380
77013595,31345
77013784,31345
77013604,31029
77017900,31029
77013605,31434
77017865,31434
77013609,30295
77013694,30295
77013610,31033
77013779,31033
77013614,32647
77013826,32647
77013615,32595
77013640,32595
77013625,29071
77017809,29071
77013637,31685
77013821,31685
77013638,31663
77017774,31663
77013639,28970
77017563,28970
77013642,31822
77017904,31822
77013650,29249
77013730,29249
77013655,32583
77013789,32583
77013659,31922
77017671,31922
77013661,29373
77013835,29373
77013662,29034
77013742,29034
77013664,3898
77013746,3898
77013676,32557
77017838,32557
77013688,31407
77013691,31407
77013700,31819
77017844,31819
77013708,28221
77017789,28221
77013710,29493
77013731,29493
77013715,32585
77013896,32585
77013716,31717
77013829,31717
77013724,30583
77013793,30583
77013727,28164
77013787,28164
77013735,31752
77013820,31752
77013738,32455
77017569,32455
77013743,28285
77017640,28285
77013754,32458
77013838,32458
77013760,31638
77017507,31638
77013762,29943
77017868,29943
77013763,30005
77017527,30005
77013765,29945
77017659,29945
77013768,31059
77013773,31059
77013791,31636
77017668,31636
77013794,30584
77017802,30584
77013796,32396
77017656,32396
77013798,32332
77017760,32332
77013801,30500
77017746,30500
77013803,30379
77017764,30379
77013807,31344
77013809,31344
77013814,31749
77013818,31749
77013825,32646
77017754,32646
77013828,32649
77017806,32649
77013832,28309
77013862,28309
77013843,31041
77017704,31041
77013845,31805
77013856,31805
77013846,30775
77013854,30775
77013850,4091
77017674,4091
77013858,31750
77013859,31750
77013864,28306
77017583,28306
77013871,29461
77017815,29461
77013872,29460
77017465,29460
77013874,30758
77013889,30758
77013876,30759
77017788,30759
77013877,30760
77017734,30760
77013887,30725
77013934,30725
77013897,32611
77017546,32611
77013899,30378
77017830,30378
77013906,9616
77013920,9616
77013911,30039
77017818,30039
77013914,30398
77017872,30398
77013937,32600
77013940,32600
77017450,28913
77017479,28913
77017451,28202
77017515,28202
77017454,28273
77017557,28273
77017459,28275
77017461,28275
77017466,29456
77017813,29456
77017473,30033
77017893,30033
77017478,31105
77017857,31105
77017489,1592
77017530,1592
77017496,6766
77017538,6766
77017506,32131
77017882,32131
77017523,31836
77017861,31836
77017525,31897
77017862,31897
77017526,29242
77017615,29242
77017535,30212
77017714,30212
77017542,32631
77017875,32631
77017547,32489
77017723,32489
77017548,28163
77017841,28163
77017549,28162
77017842,28162
77017559,31628
77017560,31628
77017565,32488
77017751,32488
77017575,28355
77017601,28355
77017581,31016
77017906,31016
77017584,31627
77017792,31627
77017598,31927
77017698,31927
77017610,28200
77017786,28200
77017613,30922
77017652,30922
77017614,31898
77017653,31898
77017628,29916
77017716,29916
77017630,30263
77017717,30263
77017635,31720
77017726,31720
77017636,31648
77017880,31648
77017654,32334
77017793,32334
77017663,29944
77017796,29944
77017666,32487
77017667,32487
77017678,29457
77017814,29457
77017680,29278
77017816,29278
77017681,31722
77017879,31722
77017682,32336
77017800,32336
77017685,30622
77017687,30622
77017693,31662
77017752,31662
77017710,29279
77017759,29279
77017715,42923
77017824,42923
77017724,32491
77017750,32491
77017725,31649
77017740,31649
77017732,29304
77017733,29304
77017765,29914
77017823,29914
77017795,30501
77017834,30501
77017812,31014
77017883,31014
77017822,30210
77017825,30210
77017853,31835
77017860,31835
77017888,31205
77017892,31205
77017916,13521
77017918,13521
77017931,32660
77017936,32660
77017933,28218
77022740,28218
77017938,32659
77018528,32659
77017940,3719
77017942,3719
77017944,33647
77017947,33647
77017945,33646
77017946,33646
77017954,32927
77017955,32927
77017958,32664
77018047,32664
77017964,32663
77018048,32663
77017966,32868
77022744,32868
77017979,13922
77017980,13922
77017981,7908
77018338,7908
77017983,7906
77022568,7906
77017989,18168
77018369,18168
77017990,8156
77017998,8156
77017997,18658
77018004,18658
77018000,8158
77018006,8158
77018017,5156
77018168,5156
77018018,8226
77018243,8226
77018019,45905
77018569,45905
77018024,6373
77018288,6373
77018032,6374
77018034,6374
77018036,8071
77018140,8071
77018038,18298
77018108,18298
77018039,8101
77018107,8101
77018068,13970
77018214,13970
77018069,5160
77018211,5160
77018070,17984
77022578,17984
77018075,15899
77018120,15899
77018078,32223
77018156,32223
77018083,8045
77018555,8045
77018091,5107
77018572,5107
77018092,15402
77018159,15402
77018097,7071
77018296,7071
77018098,18364
77018200,18364
77018101,7602
77018166,7602
77018131,8043
77018198,8043
77018132,45845
77018161,45845
77018141,18188
77018607,18188
77018145,18103
77018561,18103
77018146,13948
77018313,13948
77018160,17959
77018232,17959
77018162,32791
77018235,32791
77018163,7072
77018164,7072
77018169,14361
77022694,14361
77018173,46036
77018242,46036
77018177,7674
77018180,7674
77018182,15897
77018287,15897
77018201,18304
77018237,18304
77018223,32225
77018226,32225
77018227,32913
77022676,32913
77018234,18130
77022669,18130
77018239,5128
77018303,5128
77018244,10169
77018307,10169
77018248,7073
77018270,7073
77018255,13791
77018551,13791
77018256,13793
77018315,13793
77018258,9492
77018320,9492
77018264,7601
77018581,7601
77018284,18000
77018317,18000
77018305,46037
77018306,46037
77018310,6964
77022718,6964
77018314,13794
77022647,13794
77018316,45931
77018394,45931
77018318,9491
77018426,9491
77018322,1817
77022716,1817
77018325,45383
77022580,45383
77018329,4436
77018434,4436
77018330,45287
77018527,45287
77018332,462
77018411,462
77018333,464
77022691,464
77018334,3103
77022735,3103
77018337,46043
77018575,46043
77018346,3133
77018405,3133
77018349,44860
77018376,44860
77018352,28411
77018517,28411
77018353,29030
77018446,29030
77018356,11015
77018414,11015
77018358,3203
77018451,3203
77018375,42698
77018408,42698
77018378,42656
77018440,42656
77018382,11012
77022622,11012
77018383,3657
77018471,3657
77018388,42612
77018452,42612
77018389,7075
77018390,7075
77018392,7909
77018424,7909
77018403,42654
77018460,42654
77018407,3199
77022731,3199
77018409,45285
77018487,45285
77018416,426
77018522,426
77018418,360
77018473,360
77018433,3132
77018461,3132
77018468,15824
77022619,15824
77018477,42611
77018478,42611
77018488,28176
77022658,28176
77018494,424
77018509,424
77018505,460
77022733,460
77018510,15821
77022593,15821
77018535,42655
77018544,42655
77018553,9106
77018567,9106
77018554,18104
77018606,18104
77018558,32287
77018613,32287
77018584,32905
77018600,32905
77018608,7614
77022582,7614
77022575,32929
77022746,32929
77022602,28182
77022603,28182
77022607,461
77022726,461
77022611,42696
77022635,42696
77022623,431
77022715,431
77022629,32866
77022734,32866
77022637,70
77022665,70
77022639,32229
77022664,32229
77022640,42576
77022641,42576
77022643,3460
77022689,3460
77022654,432
77022738,432
77022663,7047
77022698,7047
77022713,17941
77022719,17941
77022756,26263
77023962,26263
77022768,26049
77023997,26049
77022771,27055
77022879,27055
77022772,29179
77022887,29179
77022777,28118
77022780,28118
77022779,23711
77024037,23711
77022782,26265
77022894,26265
77022785,27058
77024017,27058
77022786,26674
77022841,26674
77022791,30019
77023900,30019
77022793,24434
77022813,24434
77022795,23986
77023942,23986
77022799,26186
77022856,26186
77022800,26673
77022893,26673
77022806,30140
77024007,30140
77022807,29629
77024052,29629
77022811,24435
77022868,24435
77022817,28099
77022898,28099
77022819,11280
77023920,11280
77022823,30138
77023981,30138
77022825,28545
77024091,28545
77022828,24439
77024022,24439
77022829,23984
77024044,23984
77022830,24469
77022835,24469
77022832,23652
77136974,23652
77022837,27056
77022838,27056
77022845,42813
77022885,42813
77022849,29575
77024076,29575
77022852,23710
77023999,23710
77022859,26880
77022881,26880
77022861,696
77022882,696
77022862,26444
77023938,26444
77022865,26748
77022875,26748
77022870,23987
77024000,23987
77022874,23988
77024092,23988
77022891,24436
77022899,24436
77023899,29185
77024035,29185
77023905,26234
77023913,26234
77023911,26881
77024065,26881
77023914,27939
77023948,27939
77023917,26882
77024025,26882
77023922,26439
77023923,26439
77023924,27083
77023925,27083
77023926,29218
77024048,29218
77023935,29541
77024080,29541
77023936,29685
77024081,29685
77023940,27060
77023996,27060
77023941,26384
77023968,26384
77023944,27022
77024002,27022
77023949,26745
77024067,26745
77023950,23410
77024070,23410
77023960,29683
77023985,29683
77023964,26578
77023995,26578
77023972,26438
77024066,26438
77023973,42885
77024003,42885
77023975,23346
77024050,23346
77023977,29630
77024074,29630
77023979,30139
77024075,30139
77023984,29570
77024012,29570
77023987,29686
77024038,29686
77023988,29539
77023989,29539
77024010,29568
77024011,29568
77024014,29684
77024078,29684
77024021,26164
77024095,26164
77024023,24344
77024085,24344
77024027,27312
77024028,27312
77024045,23716
77024096,23716
77024061,27061
77024062,27061
77024104,17369
77024243,17369
77024105,17520
77024704,17520
77024111,17488
77024729,17488
77024114,17519
77024728,17519
77024117,15369
77024169,15369
77024127,16453
77024215,16453
77024138,15398
77024276,15398
77024140,15397
77024176,15397
77024143,17484
77035162,17484
77024149,16452
77024743,16452
77024154,16794
77024256,16794
77024156,15270
77024258,15270
77024161,17335
77024267,17335
77024162,17482
77024742,17482
77024163,43820
77024703,43820
77024165,8832
77024716,8832
77024168,17422
77024692,17422
77024173,15306
77024717,15306
77024174,16601
77024745,16601
77024175,16626
77024230,16626
77024178,17552
77024237,17552
77024181,14940
77024279,14940
77024184,16627
77024261,16627
77024185,16762
77024213,16762
77024186,14933
77024229,14933
77024189,16622
77024726,16622
77024194,43657
77024259,43657
77024198,15338
77024199,15338
77024200,16509
77024278,16509
77024202,16507
77024206,16507
77024209,919
77024210,919
77024211,17425
77024255,17425
77024219,15305
77024739,15305
77024238,16595
77024732,16595
77024240,14939
77024707,14939
77024245,15271
77024246,15271
77024285,16795
77024286,16795
77024290,17685
77024293,17685
77024696,15334
77024701,15334
77024709,17481
77024733,17481
77024746,27094
77035514,27094
77024763,30765
77030269,30765
77024766,30883
77024788,30883
77024768,31371
77024776,31371
77024769,30519
77024800,30519
77024772,31827
77029847,31827
77024774,2110
77024806,2110
77024775,31825
77025309,31825
77024777,30405
77024794,30405
77024778,30425
77029914,30425
77024780,30407
77024799,30407
77024786,29917
77030034,29917
77024787,29268
77025301,29268
77024789,31828
77024807,31828
77024792,44918
77030190,44918
77024793,29529
77029984,29529
77024803,32016
77025220,32016
77024809,30826
77025040,30826
77024814,31809
77024825,31809
77024816,30285
77024857,30285
77024817,29708
77024818,29708
77024819,30885
77024822,30885
77024821,30587
77030150,30587
77024823,31340
77029940,31340
77024826,30287
77025030,30287
77024828,30451
77029918,30451
77024833,29707
77024884,29707
77024838,45643
77025198,45643
77024840,28264
77030053,28264
77024844,30115
77025027,30115
77024845,29270
77024856,29270
77024852,29527
77025427,29527
77024855,29269
77024870,29269
77024869,30235
77024968,30235
77024871,4388
77030162,4388
77024872,29736
77029882,29736
77024873,29367
77030032,29367
77024874,30825
77025272,30825
77024876,29731
77025032,29731
77024877,29730
77030114,29730
77024879,28704
77025031,28704
77024889,4220
77024890,4220
77024893,37353
77182380,37353
77024895,31280
77030196,31280
77024903,4216
77024990,4216
77024908,45749
77024936,45749
77024909,30154
77025166,30154
77024911,4549
77025080,4549
77024912,4144
77025175,4144
77024917,29072
77024944,29072
77024918,29046
77024945,29046
77024920,38092
77024921,38092
77024924,31674
77024991,31674
77024934,28671
77030206,28671
77024935,18133
77025167,18133
77024937,28905
77025137,28905
77024938,3707
77025078,3707
77024939,4547
77025079,4547
77024940,4142
77025425,4142
77024947,38091
77025177,38091
77024951,37403
77025411,37403
77024955,37337
77025259,37337
77024956,44765
77025180,44765
77024959,28295
77025172,28295
77024960,29177
77025023,29177
77024963,29694
77025197,29694
77024969,30852
77030143,30852
77024970,29925
77030255,29925
77024974,28939
77024975,28939
77024976,9393
77025318,9393
77024983,30683
77025278,30683
77024986,4218
77024988,4218
77024992,4213
77025159,4213
77024994,3739
77030260,3739
77024997,45576
77025426,45576
77025000,3708
77025001,3708
77025005,29427
77030346,29427
77025012,37467
77025099,37467
77025013,37466
77025182,37466
77025018,37281
77030359,37281
77025024,29589
77025109,29589
77025025,32048
77025026,32048
77025028,37607
77025244,37607
77025029,4027
77025243,4027
77025034,4143
77025333,4143
77025038,37926
77025116,37926
77025042,30554
77030293,30554
77025043,30684
77030241,30684
77025044,3709
77025171,3709
77025050,29236
77030071,29236
77025052,30627
77025288,30627
77025055,29303
77029868,29303
77025056,29405
77030102,29405
77025060,30234
77029884,30234
77025065,29298
77025286,29298
77025067,30462
77030084,30462
77025072,4215
77030027,4215
77025076,31746
77025313,31746
77025081,30117
77030191,30117
77025083,29469
77030331,29469
77025088,28292
77025321,28292
77025101,45438
77025105,45438
77025102,45200
77025368,45200
77025103,4026
77025477,4026
77025104,28908
77025371,28908
77025131,29794
77030124,29794
77025136,29136
77030217,29136
77025143,30485
77030075,30485
77025144,33501
77025347,33501
77025147,32909
77025336,32909
77025148,4219
77025152,4219
77025150,4249
77025154,4249
77025155,44821
77025156,44821
77025163,28700
77030047,28700
77025178,37376
77025410,37376
77025181,37338
77030049,37338
77025189,31808
77025399,31808
77025211,44061
77025232,44061
77025214,30149
77030309,30149
77025217,30482
77030319,30482
77025218,30731
77030136,30731
77025248,29958
77030330,29958
77025249,3744
77030090,3744
77025252,4028
77025407,4028
77025255,28932
77030167,28932
77025258,37987
77030048,37987
77025262,28738
77030166,28738
77025263,4587
77025367,4587
77025273,3705
77025274,3705
77025276,30455
77030145,30455
77025291,45772
77030193,45772
77025292,29462
77029975,29462
77025293,29556
77030192,29556
77025307,30708
77030160,30708
77025310,29762
77030083,29762
77025315,3891
77025485,3891
77025320,29075
77025323,29075
77025326,3738
77025377,3738
77025338,28327
77030207,28327
77025343,31780
77030234,31780
77025345,37570
77025349,37570
77025348,38163
77182494,38163
77025352,31709
77025383,31709
77025356,28359
77025360,28359
77025370,31762
77030174,31762
77025374,28296
77030169,28296
77025376,4177
77025459,4177
77025380,28736
77030175,28736
77025382,31710
77030172,31710
77025392,29215
77029954,29215
77025404,37300
77025405,37300
77025414,38126
77025461,38126
77025417,37284
77025444,37284
77025421,37335
77030022,37335
77025422,37604
77025454,37604
77025431,4180
77025433,4180
77025437,31779
77025438,31779
77025441,31677
77030176,31677
77025446,38200
77025468,38200
77025448,37285
77025449,37285
77025455,32090
77025456,32090
77025470,28843
77025472,28843
77025484,4178
77030299,4178
77029842,30704
77030283,30704
77029844,30550
77029920,30550
77029846,31829
77029891,31829
77029849,30594
77029904,30594
77029858,30514
77030275,30514
77029861,29952
77030134,29952
77029866,29301
77029872,29301
77029870,29337
77030306,29337
77029871,29828
77030076,29828
77029873,29339
77030128,29339
77029875,30741
77030322,30741
77029876,30634
77029877,30634
77029878,30548
77029896,30548
77029879,30911
77029897,30911
77029881,30737
77029964,30737
77029885,31902
77029982,31902
77029887,29425
77030332,29425
77029888,29824
77029945,29824
77029889,30912
77029900,30912
77029892,30525
77030321,30525
77029893,30477
77029906,30477
77029895,31342
77029921,31342
77029899,30457
77029935,30457
77029903,30424
77029922,30424
77029905,30593
77029910,30593
77029907,31341
77029937,31341
77029911,30679
77029932,30679
77029925,29766
77030317,29766
77029926,29401
77029944,29401
77029928,29960
77030334,29960
77029960,30680
77029961,30680
77029962,30586
77030274,30586
77029966,30796
77030243,30796
77029972,30146
77030131,30146
77029973,30153
77030127,30153
77029974,31903
77030295,31903
77029987,30595
77030276,30595
77029989,30147
77030211,30147
77029999,29499
77030014,29499
77030004,28256
77030209,28256
77030007,29363
77030210,29363
77030013,29918
77030017,29918
77030031,29892
77030327,29892
77030045,28703
77030046,28703
77030054,31743
77030055,31743
77030062,29139
77030067,29139
77030064,30591
77030267,30591
77030068,45579
77030248,45579
77030072,29793
77030126,29793
77030080,29338
77030082,29338
77030093,29467
77030107,29467
77030098,30486
77030328,30486
77030106,29788
77030108,29788
77030111,29792
77030118,29792
77030112,30151
77030308,30151
77030121,29340
77030311,29340
77030123,29341
77030310,29341
77030140,30449
77030240,30449
77030141,30444
77030245,30444
77030144,30450
77030251,30450
77030148,30853
77030149,30853
77030154,29765
77030338,29765
77030163,30860
77030184,30860
77030180,30596
77030259,30596
77030181,31081
77030258,31081
77030202,30734
77030203,30734
77030208,29132
77030220,29132
77030212,29133
77030213,29133
77030227,29077
77030303,29077
77030247,28674
77030250,28674
77030298,31901
77030348,31901
77030312,30148
77030313,30148
77030316,29426
77030337,29426
77030329,29497
77030341,29497
77030358,29000
77030368,29000
77030456,18438
77032344,18438
77030457,18462
77030458,18462
77030463,16951
77030749,16951
77030465,43010
77032337,43010
77030467,286
77030833,286
77030469,13662
77030483,13662
77030473,18038
77030474,18038
77030475,17477
77030561,17477
77030477,17474
77030504,17474
77030482,16215
77032428,16215
77030486,18008
77030823,18008
77030487,17232
77030538,17232
77030491,14679
77030541,14679
77030494,14746
77032308,14746
77030503,17631
77030647,17631
77030505,17915
77030507,17915
77030508,15782
77032423,15782
77030509,16899
77030515,16899
77030510,22900
77030621,22900
77030511,14260
77032243,14260
77030512,16898
77032213,16898
77030513,22879
77030604,22879
77030514,18405
77030691,18405
77030516,17075
77032212,17075
77030517,22817
77032271,22817
77030518,23139
77032272,23139
77030520,18054
77030612,18054
77030530,16953
77030712,16953
77030534,17607
77030665,17607
77030537,18050
77030563,18050
77030544,22785
77032354,22785
77030545,18696
77030587,18696
77030546,15498
77030839,15498
77030556,13695
77032413,13695
77030562,18032
77030584,18032
77030569,14221
77032397,14221
77030572,15714
77030575,15714
77030574,13507
77030662,13507
77030579,17206
77032335,17206
77030580,16090
77032436,16090
77030588,13510
77032389,13510
77030590,17077
77030850,17077
77030591,14747
77032373,14747
77030594,17416
77030733,17416
77030599,18033
77032332,18033
77030600,18051
77030821,18051
77030601,14778
77032150,14778
77030605,14134
77032361,14134
77030606,14831
77032163,14831
77030616,14776
77032372,14776
77030622,14191
77032169,14191
77030632,15495
77030766,15495
77030633,1976
77030684,1976
77030635,17544
77032297,17544
77030636,18464
77030677,18464
77030638,18022
77030663,18022
77030644,17917
77030683,17917
77030651,23055
77030668,23055
77030653,3293
77030671,3293
77030657,18689
77030679,18689
77030659,14137
77032347,14137
77030660,17234
77030670,17234
77030667,22760
77030669,22760
77030673,18023
77030697,18023
77030675,17543
77032367,17543
77030682,18020
77030736,18020
77030695,18239
77030722,18239
77030698,15775
77032432,15775
77030700,17390
77032177,17390
77030701,16304
77030774,16304
77030703,16952
77032144,16952
77030716,15777
77030816,15777
77030718,16335
77032412,16335
77030720,14707
77032164,14707
77030723,16361
77030822,16361
77030724,14803
77032400,14803
77030727,15795
77030784,15795
77030728,17976
77032216,17976
77030737,16337
77030789,16337
77030743,17391
77032172,17391
77030744,14196
77032175,14196
77030750,18237
77030800,18237
77030751,15944
77032325,15944
77030754,15811
77030851,15811
77030757,15815
77030805,15815
77030759,14174
77030760,14174
77030768,15778
77030840,15778
77030770,14775
77032151,14775
77030771,14806
77030817,14806
77030775,13565
77030808,13565
77030777,16362
77030824,16362
77030778,18110
77030799,18110
77030781,15683
77030854,15683
77030787,18035
77030830,18035
77030790,16336
77030813,16336
77030801,15750
77032418,15750
77030803,15986
77032422,15986
77030815,16011
77030818,16011
77030827,15682
77032227,15682
77030838,15494
77030841,15494
77030843,16302
77032228,16302
77030848,14802
77032429,14802
77032141,18090
77032415,18090
77032145,17108
77032425,17108
77032157,16214
77032377,16214
77032160,16867
77032195,16867
77032162,13659
77032314,13659
77032168,16957
77032356,16957
77032181,18083
77032329,18083
77032183,17680
77032185,17680
77032186,18181
77032330,18181
77032198,13530
77032273,13530
77032200,876
77032348,876
77032203,14741
77032387,14741
77032205,16960
77032317,16960
77032215,18113
77032292,18113
77032225,16299
77032226,16299
77032229,14779
77032307,14779
77032230,14705
77032257,14705
77032234,14136
77032313,14136
77032240,13693
77032421,13693
77032244,16869
77032395,16869
77032258,14745
77032259,14745
77032260,17204
77032371,17204
77032261,17010
77032302,17010
77032265,17113
77032440,17113
77032270,13658
77032378,13658
77032274,23088
77032346,23088
77032275,22996
77032414,22996
77032284,16956
77032351,16956
77032285,13628
77032394,13628
77032289,3309
77032312,3309
77032298,17475
77032369,17475
77032321,14256
77032324,14256
77032322,15779
77032417,15779
77032333,18089
77032431,18089
77032370,16516
77032408,16516
77032402,3459
77032409,3459
77032449,7204
77032710,7204
77032453,15754
77033869,15754
77032455,15755
77033833,15755
77032459,17783
77032670,17783
77032460,6775
77034160,6775
77032461,14512
77032615,14512
77032462,17788
77032463,17788
77032469,5798
77032474,5798
77032475,18121
77032624,18121
77032476,14510
77034037,14510
77032477,6477
77034033,6477
77032485,9641
77032556,9641
77032497,6180
77032579,6180
77032510,9609
77032527,9609
77032511,13516
77034010,13516
77032512,6889
77032675,6889
77032514,15468
77034124,15468
77032530,6178
77032580,6178
77032536,7496
77032584,7496
77032539,7211
77033794,7211
77032549,14485
77034111,14485
77032561,14457
77033933,14457
77032562,7241
77032655,7241
77032563,6722
77032589,6722
77032564,14235
77034101,14235
77032567,7280
77034046,7280
77032570,45655
77032604,45655
77032573,7313
77034146,7313
77032574,7312
77032621,7312
77032576,13807
77032667,13807
77032578,17305
77032671,17305
77032587,7238
77034133,7238
77032588,15538
77033926,15538
77032591,13697
77032633,13697
77032592,13942
77032593,13942
77032595,18182
77034050,18182
77032598,14487
77034175,14487
77032599,6748
77032699,6748
77032603,45589
77032693,45589
77032605,7287
77032662,7287
77032608,7347
77032613,7347
77032610,13806
77032669,13806
77032611,13206
77032619,13206
77032612,13678
77034064,13678
77032620,13205
77032622,13205
77032639,4380
77032666,4380
77032646,7003
77034194,7003
77032651,15247
77033813,15247
77032657,6718
77033852,6718
77032660,14664
77034039,14664
77032676,14454
77032683,14454
77032686,15791
77032687,15791
77032690,7509
77032691,7509
77032692,7446
77033943,7446
77032695,4340
77033880,4340
77032697,14661
77032703,14661
77032700,15275
77033901,15275
77033792,7209
77033814,7209
77033793,7033
77034104,7033
77033797,6717
77033824,6717
77033802,16809
77033839,16809
77033804,6750
77033834,6750
77033805,16782
77033965,16782
77033812,16114
77033828,16114
77033820,15540
77034107,15540
77033829,6945
77034172,6945
77033831,6942
77033870,6942
77033855,6715
77033885,6715
77033857,15502
77033946,15502
77033864,16806
77033865,16806
77033872,6214
77034059,6214
77033873,7032
77033874,7032
77033886,15503
77034026,15503
77033889,7005
77034002,7005
77033890,13610
77034031,13610
77033895,7034
77034103,7034
77033905,6684
77033930,6684
77033911,6444
77034085,6444
77033915,6451
77034128,6451
77033920,13613
77034108,13613
77033923,6941
77034166,6941
77033929,13612
77033938,13612
77033932,18183
77034088,18183
77033942,14665
77034117,14665
77033953,6947
77034204,6947
77033958,7134
77034137,7134
77033960,14045
77034119,14045
77033963,15510
77034048,15510
77033966,6445
77034086,6445
77033969,6946
77034202,6946
77033970,13611
77034081,13611
77033972,16413
77034011,16413
77033982,7309
77034022,7309
77033984,6714
77034025,6714
77033993,7107
77034072,7107
77033995,7277
77034019,7277
77033996,7135
77034041,7135
77033998,6713
77034121,6713
77034005,7236
77034080,7236
77034007,6447
77034083,6447
77034012,15820
77034132,15820
77034018,14455
77034135,14455
77034021,7310
77034120,7310
77034030,7235
77034079,7235
77034035,6440
77034056,6440
77034042,14043
77034060,14043
77034044,14234
77034045,14234
77034061,14042
77034073,14042
77034067,6940
77034186,6940
77034070,17156
77034141,17156
77034074,6874
77034150,6874
77034092,15276
77034173,15276
77034095,6948
77034164,6948
77034100,18151
77034139,18151
77034110,6183
77034176,6183
77034208,44567
77034225,44567
77034214,5225
77034544,5225
77034221,44568
77034574,44568
77034242,7739
77034436,7739
77034243,7712
77035159,7712
77034244,2426
77034310,2426
77034248,7944
77034376,7944
77034251,44244
77034404,44244
77034259,44132
77034292,44132
77034263,9520
77034329,9520
77034265,2098
77034571,2098
77034270,14027
77034305,14027
77034279,14001
77034576,14001
77034282,9515
77034396,9515
77034283,17953
77034403,17953
77034286,17942
77034425,17942
77034289,7940
