attribute_id,OBJECTID
77037389,17594
77054358,17599
77116882,17609
77054307,17628
77190483,17635
77024283,17687
77055812,17701
77024252,17708
77066245,17715
77066266,17716
77102057,17744
77072419,17758
77037989,17772
77033883,17782
77086253,17793
77105108,17795
77038582,17824
77068020,17835
77147043,17837
77149276,17843
77083134,17854
77030532,17887
77068045,17893
77213878,17923
77035157,17926
77034249,17954
77147303,17991
77018257,18002
77030717,18005
77040129,18016
77030730,18036
77039902,18041
77018552,18106
77083553,18117
77039926,18155
77067996,18161
77018278,18167
77032368,18180
77068069,18196
77068110,18198
77105000,18218
77105189,18219
77125292,18292
77134152,18323
77039025,18336
77064108,18345
77064127,18348
77088871,18372
77087269,18375
77134153,18386
77134065,18414
77126639,18419
77134095,18454
77149477,18456
77215280,18487
77125324,18498
77131276,18518
77131326,18522
77131856,18566
77125084,18599
77125380,18601
77134273,18606
77125134,18626
77125085,18634
77126668,18678
77030641,18691
77063100,18702
77134211,18716
77063174,18723
77134398,18745
77063254,18746
77063085,18747
77064091,18751
77131934,18766
77131079,18769
77131356,18793
77131201,18806
77063270,18809
77064174,18810
77134823,18821
77064086,18847
77134125,18856
77131413,18869
77131397,18957
77134473,18993
77087225,19004
77089068,19011
77063168,19013
77126684,19021
77126561,19022
77125408,19024
77125078,19026
77088837,19033
77063162,19038
77126507,19049
77126503,19050
77196878,19068
77126716,19081
77126753,19082
77125415,19106
77131988,19119
77131797,19121
77134389,19122
77126621,19136
77124128,19186
77124947,19222
77124944,19223
77124941,19225
77135134,19277
77134869,19293
77134947,19295
77183049,19298
77087278,19308
77087250,19309
77134502,19319
77136734,19325
77134859,19328
77136694,19330
77125305,19332
77087292,19339
77087394,19340
77136628,19351
77087440,19369
77126671,19386
77195193,19406
77195506,19430
77136813,19443
77135079,19449
77195266,19460
77196881,19462
77197168,19463
77197023,19464
77136664,19480
77195279,19494
77135041,19508
77134996,19510
77195136,19520
77136784,19535
77135084,19547
77135050,19550
77126750,19615
77136592,19625
77215080,19633
77215111,19634
77215157,19635
77136733,19666
77136907,19667
77087514,19672
77087346,19679
77215553,19687
77136730,19693
77123990,19706
77088983,19708
77215586,19713
77087470,19733
77215642,19753
77088967,19784
77215811,19812
77088926,19817
77088996,19822
77134827,19829
77089006,19850
77136637,19895
77134861,19896
77215410,19908
77196912,19974
77196972,20010
77136483,20014
77136696,20031
77197022,20035
77197172,20038
77197006,20043
77136866,20058
77136768,20071
77215501,20087
77136869,20094
77134924,20127
77134830,20184
77135091,20210
77219370,20221
77136588,20242
77135240,20247
77136459,20277
77215776,20284
77063240,20355
77063244,20356
77135215,20357
77136898,20377
77089021,20392
77219386,20428
77064044,20434
77182930,20437
77063062,20442
77219267,20456
77215150,20459
77064028,20463
77063341,20464
77064058,20468
77088960,20478
77215752,20492
77219289,20495
77136622,20498
77215665,20521
77215664,20522
77219352,20525
77182964,20562
77124880,20567
77125222,20659
77134671,20700
77048279,20707
77087354,20714
77136341,20730
77063032,20763
77048441,20770
77064002,20787
77219239,20807
77219254,20810
77185404,20822
77183116,20825
77088962,20837
77050688,20838
77087570,20860
77185420,20879
77088885,20889
77087427,20918
77063989,20930
77136473,20954
77136463,20960
77064052,20971
77136569,20984
77063972,20998
77063206,21002
77196990,21020
77215763,21025
77215513,21027
77195433,21045
77050686,21069
77134544,21076
77063224,21088
77215905,21097
77063983,21100
77063342,21102
77056733,21130
77124940,21137
77215794,21180
77056719,21184
77063283,21229
77134531,21254
77063320,21266
77183212,21273
77185468,21278
77185508,21281
77182998,21290
77185517,21346
77183121,21357
77215168,21365
77185450,21377
77215658,21393
77134680,21402
77134816,21428
77196934,21443
77063119,21452
77064173,21453
77195283,21464
77197016,21465
77064030,21501
77195449,21519
77195374,21522
77194953,21524
77183027,21527
77135186,21528
77183000,21532
77177485,21538
77181955,21543
77194989,21547
77131644,21578
77194981,21601
77183139,21619
77185338,21663
77182929,21664
77134326,21681
77131506,21682
77131243,21715
77064148,21722
77134355,21746
77131745,21747
77063328,21814
77063291,21815
77057707,21826
77197315,21831
77134536,21838
77063944,21843
77131697,21853
77063299,21868
77131748,21918
77195042,21923
77126608,21961
77131422,21992
77131437,21994
77185431,22053
77119074,22058
77177486,22061
77131605,22065
77131385,22066
77178527,22067
77197142,22163
77211931,22167
77211926,22168
77064045,22174
77126686,22188
77131444,22204
77126611,22209
77125547,22239
77215575,22244
77211825,22249
77213398,22253
77195035,22267
77197049,22296
77180587,22305
77130977,22307
77126405,22320
77126662,22323
77057812,22325
77057807,22327
77134069,22339
77211980,22343
77057809,22359
77134452,22365
77132088,22366
77213412,22390
77056817,22399
77037951,22442
77037490,22444
77213407,22478
77124993,22493
77126492,22532
77037522,22540
77211970,22564
77130838,22572
77134262,22575
77131504,22599
77211969,22666
77134193,22673
77063151,22696
77134101,22870
77215876,22889
77219176,22892
77050789,22917
77050130,22918
77050165,22920
77132098,22922
77126676,22936
77215296,22944
77134295,22952
77134611,22956
77136662,22974
77136554,22975
77130796,22976
77136831,23020
77039035,23023
77039080,23138
77039758,23142
77039808,23144
77037767,23149
77131159,23153
77132074,23155
77039810,23163
77211862,23183
77211855,23184
77126424,23204
77197817,23221
77137422,23225
77215632,23265
77126778,23314
77215252,23318
77197803,23323
77102134,23330
77102761,23331
77125430,23339
77121263,23342
77140720,23427
77125237,23430
77125152,23434
77126510,23462
77215278,23488
77121534,23497
77197398,23522
77135234,23536
77121406,23542
77137341,23575
77134092,23581
77136740,23585
77137421,23629
77137009,23631
77089154,23643
77137265,23646
77137343,23648
77137041,23653
77139497,23656
77104706,23688
77089100,23690
77024046,23708
77090338,23742
77139823,23763
77102121,23778
77140689,23792
77089243,23800
77102672,23807
77104702,23815
77089415,23823
77076343,23833
77090328,23856
77104558,23877
77104481,23882
77078064,23897
77104482,23905
77102870,23907
77089420,23913
77197531,23952
77136940,23954
77090418,23962
77136921,23981
77137519,24003
77136938,24007
77119314,24017
77119463,24020
77137491,24032
77119415,24045
77137673,24051
77139643,24052
77139555,24056
77137502,24057
77200292,24074
77076953,24142
77137569,24160
77137190,24161
77139712,24163
77076592,24165
77137338,24172
77137062,24173
77076814,24187
77197567,24206
77076892,24219
77137139,24273
77137344,24275
77076720,24279
77137407,24306
77090360,24313
77090256,24316
77090397,24317
77137446,24336
77137410,24365
77137485,24367
77139690,24368
77207890,24376
77140669,24393
77022781,24411
77140660,24422
77137559,24429
77136937,24432
77023969,24438
77139924,24450
77089177,24464
77022798,24470
77140667,24475
77076378,24527
77076379,24531
77207902,24607
77076903,24610
77077893,24612
77104498,24619
77076857,24621
77076570,24626
77200244,24632
77076776,24636
77076587,24672
77137289,24709
77137386,24712
77139487,24717
77102778,24731
77137548,24735
77137040,24739
77104780,24771
77139693,24820
77137478,24822
77145882,24826
77076323,24835
77137454,24842
77137630,24853
77139427,24855
77145904,24867
77145845,24868
77145719,24869
77145838,24870
77102617,24907
77137131,24914
77102248,24941
77076767,24942
77102458,24960
77035541,24983
77137711,24987
77136986,24990
77058115,25006
77137718,25011
77146960,25022
77077019,25038
77076748,25039
77137329,25060
77102864,25147
77076334,25154
77076655,25160
77076954,25162
77137668,25176
77056656,25185
77146075,25191
77137715,25199
77104812,25221
77145948,25240
77206310,25261
77104698,25277
77076836,25280
77076620,25319
77104542,25348
77076952,25351
77078107,25352
77197480,25367
77137099,25375
77215442,25394
77215186,25397
77057951,25405
77197380,25421
77219358,25424
77104585,25448
77102087,25482
77147011,25496
77215330,25514
77215880,25515
77215286,25518
77145609,25521
77104728,25540
77219330,25548
77200279,25553
77137753,25566
77200299,25580
77102682,25597
77215834,25606
77215742,25633
77215948,25647
77215454,25657
77219094,25689
77207891,25713
77145986,25725
77146022,25727
77215689,25739
77035527,25763
77035241,25765
77215756,25766
77219223,25769
77145847,25781
77035563,25792
77145925,25853
77137770,25856
77215538,25873
77076526,25890
77058858,25908
77139519,25946
77137212,25949
77090277,25957
77089084,25958
77137083,25969
77137371,25972
77146070,26029
77076744,26032
77058956,26039
77146135,26056
77146105,26057
77121371,26074
77058070,26090
77076400,26105
77076398,26107
77058905,26115
77119445,26122
77076362,26130
77076660,26152
77121325,26172
77076422,26182
77146107,26185
77089424,26216
77137700,26226
77121310,26232
77022755,26235
77137459,26250
77215377,26269
77057894,26280
77059027,26286
77101919,26298
77086470,26301
77058071,26314
77089188,26333
77146287,26335
77058976,26345
77104611,26353
77102882,26354
77145750,26359
77101922,26370
77145598,26387
77104567,26399
77022753,26440
77090371,26447
77102181,26500
77102009,26529
77219151,26544
77102075,26560
77102025,26565
77121512,26582
77087198,26594
77121298,26609
77102592,26619
77023919,26641
77023967,26642
77057983,26720
77057963,26722
77146941,26732
77058002,26742
77121145,26751
77137725,26768
77022761,26784
77121500,26813
77119482,26846
77076973,26854
77102750,26865
77022840,26878
77022787,26879
77076908,26895
77146116,26900
77093088,26919
77076626,26956
77121445,26981
77137037,27008
77022801,27025
77121226,27088
77102102,27102
77056082,27114
77102178,27129
77102442,27165
77086658,27171
77057946,27208
77076622,27216
77102253,27222
77078124,27244
77086745,27249
77102322,27275
77102082,27278
77086671,27294
77058044,27332
77057903,27349
77058944,27354
77104631,27392
77145863,27403
77058963,27405
77102005,27418
77104726,27419
77086426,27424
77137600,27440
77137113,27441
77102085,27452
77136945,27477
77102785,27485
77104802,27527
77091210,27565
77091177,27566
77090264,27574
77091124,27589
77121441,27594
77090394,27622
77076734,27630
77090376,27654
77137015,27681
77137660,27685
77137738,27709
77137272,27712
77119496,27718
77102604,27726
77137389,27779
77119363,27782
77121355,27783
77121140,27784
77119392,27787
77119411,27788
77119359,27815
77102846,27824
77057790,27837
77102662,27854
77057800,27868
77056715,27869
77056695,27879
77057787,27896
77056700,27900
77119521,27909
77121337,27911
77058210,27953
77057852,27955
77121250,27965
77093087,27976
77058988,27983
77119313,28001
77024060,28003
77121401,28007
77137661,28019
77121340,28029
77121280,28034
77137705,28047
77139578,28051
77121383,28063
77102642,28107
77102562,28108
77200217,28123
77197671,28174
77182309,28228
77197474,28244
77030041,28258
77200277,28276
77018523,28341
77017472,28383
77013487,28388
77093416,28473
77098804,28475
77093672,28512
77139606,28526
77058974,28558
77091060,28594
77089468,28636
77024812,28670
77090997,28712
77090995,28713
77090823,28715
77092979,28732
77025020,28739
77093817,28751
77093559,28753
77093557,28776
77093777,28781
77090857,28791
77099074,28817
77091198,28838
77098752,28895
77025260,28902
77013633,28942
77091141,28948
77099082,28956
77090768,29011
77099170,29058
77024943,29073
77017808,29100
77030152,29109
77091080,29125
77098538,29151
77203152,29168
77140690,29221
77140692,29222
77139843,29223
77013756,29273
77203376,29322
77091072,29329
77030120,29331
77145791,29351
77145600,29353
77093080,29357
77025192,29370
77145758,29380
77146994,29381
77146921,29383
77013868,29458
77093749,29515
77090961,29532
77090881,29537
77024015,29542
77022769,29567
77023934,29574
77022792,29596
77091098,29609
77139945,29632
77023931,29634
77140783,29669
77025322,29693
77076695,29713
77076564,29738
77030015,29764
77076503,29769
77078139,29772
77191014,29820
77029886,29827
77139852,29846
77030165,29860
77030323,29861
77139817,29871
77145591,29881
77190907,29964
77139970,29984
77194518,29992
77190999,29993
77140758,29998
77013600,30007
77022763,30046
77013647,30065
77139870,30079
77190985,30096
77013373,30104
77190929,30159
77025051,30230
77025299,30231
77030100,30232
77145699,30238
77077918,30248
77089283,30261
77017718,30262
77203505,30281
77024982,30288
77145709,30292
77098763,30309
77098434,30317
77093503,30342
77098916,30347
77076593,30354
77089133,30433
77213717,30439
77146230,30465
77090428,30468
77024781,30478
77030182,30490
77090355,30493
77090414,30494
77090288,30498
77145971,30505
77090260,30516
77030179,30517
77024966,30521
77029959,30526
77089432,30528
77145577,30542
77146114,30543
77089333,30562
77191276,30603
77013613,30617
77194681,30641
77091218,30658
77076516,30663
77190970,30670
77190935,30673
77030284,30703
77076689,30719
77013583,30724
77191114,30729
77017616,30745
77017742,30747
77191234,30762
77190944,30776
77076518,30780
77191454,30784
77030257,30795
77029919,30797
77017856,30801
77024978,30824
77030135,30828
77076629,30840
77208095,30879
77013502,30957
77013783,31003
77191012,31045
77013767,31058
77208099,31080
77017624,31086
77093376,31139
77098632,31144
77013890,31166
77098662,31169
77098977,31175
77098660,31178
77013651,31204
77191450,31270
77030195,31279
77093347,31328
77024866,31339
77090975,31350
77208186,31356
77024783,31373
77093397,31387
77030028,31440
77025402,31443
77093135,31446
77090818,31449
77098628,31453
77030263,31473
77013409,31478
77013318,31525
77017739,31551
77017611,31554
77099150,31570
77194604,31575
77194765,31616
77200833,31631
77013837,31654
77017470,31679
77013517,31696
77017683,31698
77017586,31723
77203305,31726
77013733,31748
77025187,31761
77013549,31788
77093212,31794
77013728,31803
77098774,31813
77098504,31846
77017805,31926
77025298,32008
77093494,32028
77093518,32062
77098877,32063
77203438,32068
77017550,32097
77203408,32107
77017692,32120
77098619,32201
77018076,32226
77093797,32262
77093578,32264
77098729,32266
77093372,32279
77098892,32296
77099185,32299
77200537,32314
77093196,32320
77200861,32339
77203378,32344
77145931,32360
77017798,32367
77200738,32376
77013571,32398
77013663,32399
77203237,32433
77203439,32436
77098932,32446
77093344,32447
77146873,32453
77098688,32469
77093910,32470
77098647,32472
77017695,32490
77013817,32526
77098417,32541
77145992,32577
77098768,32609
77145957,32613
77013570,32628
77098767,32642
77017595,32650
77182253,32657
77147008,32674
77090939,32690
77094040,32701
77182437,32787
77093723,32809
77094072,32813
77093336,32815
77182355,32821
77018183,32851
77182207,32860
77017957,32916
77208042,32918
77182465,32951
77182231,32971
77098453,32989
77018045,32990
77093954,33027
77092978,33033
77182342,33042
77093752,33054
77093755,33055
77099012,33082
77098484,33088
77092994,33098
77099045,33116
77146958,33140
77093951,33150
77093108,33161
77146952,33172
77191715,33257
77200765,33299
77203173,33300
77200697,33325
77203463,33328
77194647,33346
77182259,33424
77191737,33441
77182325,33462
77194720,33477
77214898,33532
77213672,33613
77018060,33644
77191724,33652
77203343,33729
77203166,33751
77213932,33767
77191067,33790
77186898,33804
77191329,33818
77191356,34033
77213714,34133
77213703,34167
77213760,34168
77213776,34176
77214867,34220
77213600,34451
77213891,34452
77185648,34569
77185658,34592
77185705,34597
77191047,34606
77203341,34680
77213772,34870
77093962,34889
77044795,35076
77213896,35194
77094144,35242
77044796,35317
77044865,35346
77185545,35398
77044004,35409
77098850,35449
77185837,35527
77093970,35549
77185609,35566
77093618,35575
77093854,35576
77191475,35844
77213740,35875
77213852,35879
77098957,36035
77191364,36126
77194670,36127
77044002,36327
77044870,36356
77194653,36370
77191409,36398
77185690,36440
77044905,36481
77044716,36581
77044714,36605
77213842,36677
77044883,36712
77213895,36738
77194585,36799
77200877,36840
77191686,36878
77191561,36986
77191563,36987
77191172,37143
77185566,37164
77185599,37289
77182276,37351
77200787,37530
77200518,37713
77200491,37789
77203164,37790
77191650,37811
77191445,37883
77191504,37889
77194695,37893
77111849,37971
77025412,38094
77182279,38133
77030019,38230
77025409,38235
77200530,38299
77041899,38343
77194603,38383
77041753,38428
77041846,38490
77012559,38634
77129660,38776
77129788,38825
77086705,39000
77012256,39057
77086604,39078
77012138,39116
77044839,39231
77071568,39234
77043895,39244
77012268,39275
77072132,39327
77012526,39386
77129703,39393
77129674,39455
77012509,39542
77012626,39559
77102249,39589
77102238,39591
77012506,39623
77129621,39746
77129542,39747
77044759,39769
77044018,39770
77056113,39870
77087166,39901
77087194,39902
77056208,39951
77086449,39967
77072334,39991
77086802,40000
77034533,40011
77071535,40016
77071553,40017
77086777,40020
77056228,40023
77011652,40112
77011828,40113
77011668,40114
77056623,40157
77012274,40205
77012488,40206
77087202,40248
77012795,40253
77129787,40283
77129633,40315
77086804,40392
77086379,40465
77086593,40466
77086851,40559
77086844,40561
77086835,40590
77056123,40719
77056280,40720
77086733,40782
77086732,40897
77086424,40919
77013265,40939
77086883,40947
77012334,40966
77086893,40970
77056637,40999
77012823,41045
77086589,41052
77011779,41108
77140986,41241
77012426,41242
77012751,41268
77086605,41270
77086724,41301
77012391,41333
77012423,41391
77011773,41559
77011858,41581
77012619,41583
77012835,41607
77012350,41633
77011830,41687
77012257,41716
77013254,41718
77012533,41746
77012700,41767
77011700,41886
77011719,41890
77011538,41901
77012337,42015
77011715,42036
77012685,42043
77012235,42093
77011812,42108
77012525,42170
77083659,42326
77106210,42360
77215227,42407
77215139,42412
77105267,42428
77215084,42473
77104874,42504
77041888,42585
77195170,42624
77195288,42659
77149490,42747
77041989,42774
77072392,42788
77145828,42927
77145690,42934
77037254,43139
77190842,43151
77024281,43387
77078144,43435
77041658,43479
77041721,43542
77088869,43549
77102034,43578
77139445,43580
77137226,43609
77058162,43616
77131593,43627
77038054,43655
77134614,43757
77104627,43827
77041777,43918
77041897,44178
77072135,44229
77071365,44384
77043914,44386
77102266,44817
77011579,44832
